
 Lista de Imóveis da Caixa;;Data de geração:;26/07/2024;;;;;;;
 1444402294117 ;SP ;SANTO ANDRE ;VILA GUARANI ;RUA JUREMA, N. 117, Apto 1, VAGA 01 ;212.572,58;303.675,12;30.00;Apartamento, 0.00 de área total, 72.00 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402294117
 10146965 ;SP ;SANTO ANDRE ;VILA BASTOS ;AVENIDA JOSE CABALLERO, N. 65, SALA 11 ;589.994,10;813.000,00;27.43;Sala, 0.00 de área total, 92.99 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10146965
 1555504312779 ;SP ;SANTO ANDRE ;CENTRO ;RUA MONTE CASSEROS, N. 35, Apto 22, 2 ANDAR ;410.216,80;556.000,00;26.22;Apartamento, 215.90 de área total, 149.16 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555504312779
 8444427660662 ;SP ;SANTO ANDRE ;JARDIM CRISTIANA ;ESTRADA JOAO DUCIN, N. 35, Apto 73, BL 02 ;212.187,70;270.000,00;21.42;Apartamento, 0.00 de área total, 56.78 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427660662
 8787707343562 ;SP ;SANTO ANDRE ;JARDIM JAMAICA ;ESTRADA JOAO DUCIM, N. 425, Apto 205, TORRE 1 ;200.499,24;240.000,00;16.46;Apartamento, 0.00 de área total, 43.41 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707343562
 1444403357988 ;SP ;SANTO ANDRE ;CENTRO ;RUA CORONEL FRANCISCO AMARO, N. 310, Apto 151 ;354.450,00;417.000,00;15.00;Apartamento, 0.00 de área total, 135.79 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403357988
 1444406411827 ;SP ;SANTO ANDRE ;CASA BRANCA ;RUA SIQUEIRA CAMPOS, N. 107, Apto 32, BL 03, ED AUGUSTE RODIN ;1.005.300,00;1.117.000,00;10.00;Apartamento, 0.00 de área total, 128.01 de área privativa, 0.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, sacada, cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406411827
 1444416875133 ;SP ;SANTO ANDRE ;VILA PIRES ;RUA CHUI, N. 520 ;775.800,00;862.000,00;10.00;Casa, 0.00 de área total, 278.00 de área privativa, 200.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), 1 lavabo(s), cozinha, Terraco, 4 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416875133
 1444419252676 ;SP ;SANTO ANDRE ;VILA GUARANI ;RUA MIGUEL CALMON, N. 12, 0 ;393.528,50;434.000,00;9.33;Casa, 0.00 de área total, 132.00 de área privativa, 125.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419252676
 1444400974110 ;SP ;SANTO ANDRE ;UTINGA ;RUA DOS COQUEIROS, N. 1745, Apto 73, BL B ;406.000,00;406.000,00;0.00;Apartamento, 0.00 de área total, 65.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400974110
 1444417148170 ;SP ;SANTO ANDRE ;JARDIM PROGRESSO ;RUA CAMBUQUIRA, N. 175, Apto 4, 2 PAV ;315.000,00;315.000,00;0.00;Apartamento, 0.00 de área total, 59.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417148170
 8444423212126 ;SP ;SANTO ANDRE ;JARDIM ALVORADA ;RUA DOUTOR NELO ROSATI, N. 102, Apto 24, BL A ;210.000,00;210.000,00;0.00;Apartamento, 0.00 de área total, 51.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423212126
 1444403873927 ;SP ;SANTO ANDRE ;CAMPESTRE ;RUA DAS PALMEIRAS, N. 684, Apto 42, 4 ANDAR  VG 19 ;760.000,00;760.000,00;0.00;Apartamento, 0.00 de área total, 87.04 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403873927
 8787706714451 ;SP ;SANTO ANDRE ;JARDIM CRISTIANE ;ESTRADA JOAO DUCIM, N. 425, Apto 202, TR 02 ;270.000,00;270.000,00;0.00;Apartamento, 0.00 de área total, 43.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706714451
 1444413500880 ;SP ;SANTO ANDRE ;VILA SUICA ;RUA CELINA, N. 37, Apto 7, . ;255.000,00;255.000,00;0.00;Apartamento, 0.00 de área total, 41.89 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413500880
 8444413269281 ;SP ;SANTO ANDRE ;PARQUE NOVO ORATORIO ;RUA HITITA, N. 116, Apto 1, . ;290.000,00;290.000,00;0.00;Apartamento, 0.00 de área total, 55.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413269281
 8444417567678 ;SP ;SANTO ANDRE ;PARQUE NOVO ORATORIO ;RUA DALMACIA, N. 409, Apto 2, . ;245.000,00;245.000,00;0.00;Apartamento, 0.00 de área total, 49.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417567678
 1444403242021 ;SP ;SANTO ANDRE ;VILA CAMILOPOLIS ;RUA ELEUTERIO, N. 171, Apto 23, E ;284.000,00;284.000,00;0.00;Apartamento, 0.00 de área total, 65.32 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403242021
 1444410970355 ;SP ;SANTO ANDRE ;VILA CAMILOPOLIS ;RUA MATILDE, N. 110, Apto 5, 2 PAV ;370.000,00;370.000,00;0.00;Apartamento, 0.00 de área total, 69.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410970355
 1444407294000 ;SP ;SANTO ANDRE ;VILA FLORESTA ;RUA DR ARMANDO DE ARRUDA PEREIRA, N. 155, Apto 4, . ;349.000,00;349.000,00;0.00;Apartamento, 0.00 de área total, 37.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407294000
 8787705324862 ;SP ;SANTO ANDRE ;VILA LUZITA ;AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, N. 4626, Apto 8, . ;235.000,00;235.000,00;0.00;Apartamento, 0.00 de área total, 43.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705324862
 1444400688487 ;SP ;SANTO ANDRE ;VILA HOMERO THON ;RUA GIOVANNI BATTISTA PIRELLI, N. 1463, Apto 126, TORRE G ;320.000,00;320.000,00;0.00;Apartamento, 0.00 de área total, 50.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400688487
 8787704164306 ;SP ;SANTO ANDRE ;VILA JOAO RAMALHO ;ESTRADA CATA PRETA, N. 225, Apto 151, BL 02 ;236.950,00;236.950,00;0.00;Apartamento, 0.00 de área total, 48.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704164306
 1555536916475 ;SP ;SANTO ANDRE ;JARDIM SANTO ALBERTO ;RUA BALACLAVA, N. 498, LT01 QD13 ;346.672,18;333.000,00;0.00;Casa, 0.00 de área total, 91.71 de área privativa, 141.10 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555536916475
 1444415132838 ;SP ;SANTO ANDRE ;PARQUE GERASSI ;PRACA PRESIDENTE EURICO GASPAR DUTRA, N. 71, LT 01 QD 28 ;409.481,00;390.000,00;0.00;Casa, 0.00 de área total, 222.00 de área privativa, 131.95 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415132838
 1444411756870 ;SP ;SANTO ANDRE ;JARDIM DO ESTADIO ;RUA ALVORADA, N. 146, Apto 2, 0 ;246.132,57;225.000,00;0.00;Apartamento, 0.00 de área total, 42.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411756870
 8444419466917 ;SP ;SANTO ANDRE ;VILA LUTECIA ;RUA  ALBERTO ZIRLIS, N. 447, Apto 3, . ;237.949,19;215.000,00;0.00;Apartamento, 0.00 de área total, 61.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419466917
 10174925 ;SP ;SANTO ANDRE ;PARQUE DAS NACOES ;RUA ESTONIA, N. 56, Apto 03 ;476.144,14;340.000,00;0.00;Apartamento, 0.00 de área total, 61.83 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10174925
 1444401896750 ;SP ;SANTO ANDRE ;JARDIM ;RUA DAS CANELEIRAS, N. 415, Apto 83, 0 ;913.534,84;465.000,00;0.00;Apartamento, 0.00 de área total, 64.11 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401896750
 8444414176287 ;SP ;SANTO ANTONIO DO ARACANGUA ;JARDIM SANTA CLARA ;RUA NOVE, N. 84, LT 06 QD I ;70.200,00;108.000,00;35.00;Casa, 0.00 de área total, 52.16 de área privativa, 250.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414176287
 8444426168519 ;SP ;SANTO EXPEDITO ;MARIA LAIS MARTINS ;RUA SORDELINO DIAS, N. SN, LT06A ;145.000,00;108.000,00;0.00;Casa, 0.00 de área total, 59.99 de área privativa, 242.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426168519
 10012330 ;SP ;SANTOS ;MACUCO ;RUA DOUTOR BATISTA PEREIRA, N. 171, ESQUINA R LUIZ GAMA ;2.929.000,00;5.000.000,00;41.42;Galpão, 0.00 de área total, 1368.32 de área privativa, 750.82 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10012330
 1555523511749 ;SP ;SANTOS ;VILA BELMIRO ;RUA MONSENHOR PAULA RODRIGUES, N. 129, Apto 26, ED VIVIERE TORRE 2 ;456.000,00;760.000,00;40.00;Apartamento, 0.00 de área total, 96.40 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555523511749
 8444414139730 ;SP ;SANTOS ;CENTRO ;AVENIDA SAO FRANCISCO, N. 42, Apto 67, 6 ANDAR ;58.500,00;90.000,00;35.00;Apartamento, 0.00 de área total, 18.53 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414139730
 8444404157034 ;SP ;SANTOS ;CASTELO ;RUA ARQUITETO ROMEU ESTEVES MARTINS FILHO, N. 229, Apto 44, BLOCO 14  QUADRA B ;109.200,00;156.000,00;30.00;Apartamento, 0.00 de área total, 43.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404157034
 10156646 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 603 ;115.749,15;159.500,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156646
 10156647 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 607 ;115.749,15;159.500,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156647
 10156648 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 615 ;118.289,10;163.000,00;27.43;Sala, 0.00 de área total, 42.05 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156648
 10156649 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 612 ;118.289,10;163.000,00;27.43;Sala, 0.00 de área total, 42.05 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156649
 10156660 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 809 ;118.289,10;163.000,00;27.43;Sala, 0.00 de área total, 42.05 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156660
 10156665 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 1101 ;119.014,80;164.000,00;27.43;Sala, 0.00 de área total, 42.05 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156665
 10156668 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 1409 ;119.014,80;164.000,00;27.43;Sala, 0.00 de área total, 42.05 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156668
 10156677 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 1906 ;116.112,00;160.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156677
 10156678 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 513 ;115.749,15;159.500,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156678
 10156679 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 604 ;115.749,15;159.500,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156679
 10156680 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 1102 ;116.112,00;160.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156680
 10156686 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 1506 ;116.112,00;160.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156686
 10156687 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 701 ;118.289,10;163.000,00;27.43;Sala, 0.00 de área total, 42.05 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156687
 10156705 ;SP ;SANTOS ;VILA MATHIAS ;RUA DOUTOR EMILIO RIBAS, N. 88, SL 1706 ;116.112,00;160.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10156705
 10183959 ;SP ;SANTOS ;VILA MATHIAS ;RUA CAMPOS MELLO, N. 157, SL 406, COND. FUSION OFFICE ;116.837,70;161.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183959
 10183960 ;SP ;SANTOS ;VILA MATHIAS ;RUA CAMPOS MELLO, N. 157, SL 904, COND. FUSION OFFICE ;119.014,80;164.000,00;27.43;Sala, 0.00 de área total, 42.05 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183960
 10183961 ;SP ;SANTOS ;VILA MATHIAS ;RUA CAMPOS MELLO, N. 157, SL 807, COND. FUSION OFFICE ;116.837,70;161.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183961
 10183962 ;SP ;SANTOS ;VILA MATHIAS ;RUA CAMPOS MELLO, N. 157, SL 901, COND. FUSION OFFICE ;119.014,80;164.000,00;27.43;Sala, 0.00 de área total, 42.05 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183962
 10183963 ;SP ;SANTOS ;VILA MATHIAS ;RUA CAMPOS MELLO, N. 157, SL 408, COND. FUSION OFFICE ;116.837,70;161.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183963
 10183964 ;SP ;SANTOS ;VILA MATHIAS ;RUA CAMPOS MELLO, N. 157, SL 707, COND. FUSION OFFICE ;116.837,70;161.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183964
 10183965 ;SP ;SANTOS ;VILA MATHIAS ;RUA CAMPOS MELLO, N. 157, SL 810, COND. FUSION OFFICE ;116.837,70;161.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183965
 10183966 ;SP ;SANTOS ;VILA MATHIAS ;RUA CAMPOS MELLO, N. 157, SL 815, COND. FUSION OFFICE ;119.014,80;164.000,00;27.43;Sala, 0.00 de área total, 42.05 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183966
 10183967 ;SP ;SANTOS ;VILA MATHIAS ;RUA CAMPOS MELLO, N. 157, SL 706, COND. FUSION OFFICE ;116.837,70;161.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183967
 10183969 ;SP ;SANTOS ;VILA MATHIAS ;RUA CAMPOS MELLO, N. 157, SL 409, COND. FUSION OFFICE ;116.837,70;161.000,00;27.43;Sala, 0.00 de área total, 41.02 de área privativa, 0.00 de área do terreno, varanda, 1 sala(s), 1 lavabo(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10183969
